COMMUNITY_AREA_NUMBER,PERCENT_OF_HOUSING_CROWDED,PERCENT_HOUSEHOLDS_BELOW_POVERTY,PERCENT_AGED_16__UNEMPLOYED,PERCENT_AGED_25__WITHOUT_HIGH_SCHOOL_DIPLOMA,PERCENT_AGED_UNDER_18_OR_OVER_64,PER_CAPITA_INCOME,PRIMARY_TYPE,HARDSHIP_INDEX,INCOME_PER_CAPITA,AVG_SCORE
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,OTHER OFFENSE,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,BURGLARY,10,2938.64,171687.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,171687.0
4,3.4,10.9,8.2,13.4,25.5,37524,BATTERY,17,3442.57,235117.0
4,3.4,10.9,8.2,13.4,25.5,37524,CRIMINAL DAMAGE,17,3442.57,235117.0
4,3.4,10.9,8.2,13.4,25.5,37524,CRIMINAL TRESPASS,17,3442.57,235117.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,CONCEALED CARRY LICENSE VIOLATION,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,MOTOR VEHICLE THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,DECEPTIVE PRACTICE,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,ROBBERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,PROSTITUTION,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,WEAPONS VIOLATION,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,KIDNAPPING,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,104816.0
61,11.9,29.0,23.0,41.5,38.9,12765,THEFT,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,BATTERY,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,BATTERY,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,BATTERY,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,CRIMINAL DAMAGE,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,NARCOTICS,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,NARCOTICS,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,OTHER OFFENSE,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,BURGLARY,91,440.17,101073.0
61,11.9,29.0,23.0,41.5,38.9,12765,SEX OFFENSE,91,440.17,101073.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,OTHER OFFENSE,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,BURGLARY,10,2938.64,333198.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,333198.0
69,3.6,29.6,23.0,16.5,41.0,17285,THEFT,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,THEFT,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,BATTERY,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,BATTERY,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,NARCOTICS,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,NARCOTICS,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,OTHER OFFENSE,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,BURGLARY,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,BURGLARY,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,MOTOR VEHICLE THEFT,66,583.95,44276.0
69,3.6,29.6,23.0,16.5,41.0,17285,ROBBERY,66,583.95,44276.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,201447.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,201447.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,201447.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,201447.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,201447.0
30,15.2,30.7,15.8,54.8,33.8,10402,CRIMINAL DAMAGE,96,338.83,201447.0
30,15.2,30.7,15.8,54.8,33.8,10402,BURGLARY,96,338.83,201447.0
30,15.2,30.7,15.8,54.8,33.8,10402,ROBBERY,96,338.83,201447.0
42,2.9,30.7,23.4,16.5,36.1,18672,THEFT,58,608.21,104913.0
42,2.9,30.7,23.4,16.5,36.1,18672,BATTERY,58,608.21,104913.0
42,2.9,30.7,23.4,16.5,36.1,18672,NARCOTICS,58,608.21,104913.0
42,2.9,30.7,23.4,16.5,36.1,18672,NARCOTICS,58,608.21,104913.0
42,2.9,30.7,23.4,16.5,36.1,18672,OTHER OFFENSE,58,608.21,104913.0
42,2.9,30.7,23.4,16.5,36.1,18672,ASSAULT,58,608.21,104913.0
42,2.9,30.7,23.4,16.5,36.1,18672,MOTOR VEHICLE THEFT,58,608.21,104913.0
42,2.9,30.7,23.4,16.5,36.1,18672,PUBLIC PEACE VIOLATION,58,608.21,104913.0
43,2.8,31.1,20.0,14.0,35.7,19398,THEFT,55,623.73,102187.0
43,2.8,31.1,20.0,14.0,35.7,19398,BATTERY,55,623.73,102187.0
43,2.8,31.1,20.0,14.0,35.7,19398,BATTERY,55,623.73,102187.0
43,2.8,31.1,20.0,14.0,35.7,19398,BATTERY,55,623.73,102187.0
43,2.8,31.1,20.0,14.0,35.7,19398,CRIMINAL DAMAGE,55,623.73,102187.0
43,2.8,31.1,20.0,14.0,35.7,19398,NARCOTICS,55,623.73,102187.0
43,2.8,31.1,20.0,14.0,35.7,19398,ASSAULT,55,623.73,102187.0
43,2.8,31.1,20.0,14.0,35.7,19398,BURGLARY,55,623.73,102187.0
43,2.8,31.1,20.0,14.0,35.7,19398,OFFENSE INVOLVING CHILDREN,55,623.73,102187.0
63,15.8,23.4,18.2,51.5,38.8,12171,THEFT,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,NARCOTICS,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,ASSAULT,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,MOTOR VEHICLE THEFT,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,PUBLIC PEACE VIOLATION,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,THEFT,93,520.13,225121.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,225121.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,225121.0
63,15.8,23.4,18.2,51.5,38.8,12171,NARCOTICS,93,520.13,225121.0
63,15.8,23.4,18.2,51.5,38.8,12171,ASSAULT,93,520.13,225121.0
63,15.8,23.4,18.2,51.5,38.8,12171,MOTOR VEHICLE THEFT,93,520.13,225121.0
63,15.8,23.4,18.2,51.5,38.8,12171,PUBLIC PEACE VIOLATION,93,520.13,225121.0
15,4.1,11.6,12.6,19.3,34.0,24336,THEFT,35,2097.93,238314.0
15,4.1,11.6,12.6,19.3,34.0,24336,CRIMINAL DAMAGE,35,2097.93,238314.0
15,4.1,11.6,12.6,19.3,34.0,24336,NARCOTICS,35,2097.93,238314.0
15,4.1,11.6,12.6,19.3,34.0,24336,OTHER OFFENSE,35,2097.93,238314.0
15,4.1,11.6,12.6,19.3,34.0,24336,ROBBERY,35,2097.93,238314.0
75,0.8,13.2,15.0,10.8,40.3,27149,THEFT,30,2056.74,121647.0
1,7.7,23.6,8.7,18.2,27.5,23939,THEFT,39,1014.36,141579.0
1,7.7,23.6,8.7,18.2,27.5,23939,CRIMINAL DAMAGE,39,1014.36,141579.0
1,7.7,23.6,8.7,18.2,27.5,23939,NARCOTICS,39,1014.36,141579.0
1,7.7,23.6,8.7,18.2,27.5,23939,OTHER OFFENSE,39,1014.36,141579.0
1,7.7,23.6,8.7,18.2,27.5,23939,DECEPTIVE PRACTICE,39,1014.36,141579.0
1,7.7,23.6,8.7,18.2,27.5,23939,PROSTITUTION,39,1014.36,141579.0
76,3.6,15.4,7.1,10.9,30.3,25828,THEFT,24,1677.14,14707.0
76,3.6,15.4,7.1,10.9,30.3,25828,THEFT,24,1677.14,14707.0
76,3.6,15.4,7.1,10.9,30.3,25828,NARCOTICS,24,1677.14,14707.0
76,3.6,15.4,7.1,10.9,30.3,25828,DECEPTIVE PRACTICE,24,1677.14,14707.0
59,7.2,18.7,13.4,32.9,35.6,16954,THEFT,61,906.63,201581.0
59,7.2,18.7,13.4,32.9,35.6,16954,THEFT,61,906.63,201581.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,BATTERY,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,CRIMINAL DAMAGE,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,NARCOTICS,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,NARCOTICS,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,MOTOR VEHICLE THEFT,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,MOTOR VEHICLE THEFT,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,CRIMINAL TRESPASS,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,WEAPONS VIOLATION,80,474.23,104711.0
66,7.6,27.9,17.1,31.2,40.6,13231,GAMBLING,80,474.23,104711.0
21,6.0,15.3,9.2,24.7,31.0,20039,THEFT,42,1309.74,178452.0
21,6.0,15.3,9.2,24.7,31.0,20039,THEFT,42,1309.74,178452.0
21,6.0,15.3,9.2,24.7,31.0,20039,BATTERY,42,1309.74,178452.0
21,6.0,15.3,9.2,24.7,31.0,20039,BATTERY,42,1309.74,178452.0
21,6.0,15.3,9.2,24.7,31.0,20039,OFFENSE INVOLVING CHILDREN,42,1309.74,178452.0
21,6.0,15.3,9.2,24.7,31.0,20039,OTHER OFFENSE,42,1309.74,178452.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,BATTERY,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,MOTOR VEHICLE THEFT,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,ROBBERY,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,CRIMINAL TRESPASS,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,NON - CRIMINAL,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,BATTERY,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,NARCOTICS,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,NARCOTICS,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,NARCOTICS,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,ASSAULT,15,2169.37,0.0
28,3.8,20.6,10.7,9.6,22.2,44689,MOTOR VEHICLE THEFT,15,2169.37,0.0
62,11.1,15.6,16.7,37.0,37.7,15754,THEFT,69,1009.87,171449.0
62,11.1,15.6,16.7,37.0,37.7,15754,BATTERY,69,1009.87,171449.0
62,11.1,15.6,16.7,37.0,37.7,15754,CRIMINAL DAMAGE,69,1009.87,171449.0
62,11.1,15.6,16.7,37.0,37.7,15754,OTHER OFFENSE,69,1009.87,171449.0
73,1.1,16.9,20.8,13.7,42.6,19713,THEFT,48,1166.45,97247.0
73,1.1,16.9,20.8,13.7,42.6,19713,THEFT,48,1166.45,97247.0
73,1.1,16.9,20.8,13.7,42.6,19713,BATTERY,48,1166.45,97247.0
39,2.4,21.7,15.7,11.3,35.4,35911,THEFT,26,1654.88,67915.0
39,2.4,21.7,15.7,11.3,35.4,35911,BATTERY,26,1654.88,67915.0
39,2.4,21.7,15.7,11.3,35.4,35911,BATTERY,26,1654.88,67915.0
39,2.4,21.7,15.7,11.3,35.4,35911,OTHER OFFENSE,26,1654.88,67915.0
63,15.8,23.4,18.2,51.5,38.8,12171,THEFT,93,520.13,118016.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,118016.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,118016.0
63,15.8,23.4,18.2,51.5,38.8,12171,NARCOTICS,93,520.13,118016.0
63,15.8,23.4,18.2,51.5,38.8,12171,ASSAULT,93,520.13,118016.0
63,15.8,23.4,18.2,51.5,38.8,12171,MOTOR VEHICLE THEFT,93,520.13,118016.0
63,15.8,23.4,18.2,51.5,38.8,12171,PUBLIC PEACE VIOLATION,93,520.13,118016.0
73,1.1,16.9,20.8,13.7,42.6,19713,THEFT,48,1166.45,115390.0
73,1.1,16.9,20.8,13.7,42.6,19713,THEFT,48,1166.45,115390.0
73,1.1,16.9,20.8,13.7,42.6,19713,BATTERY,48,1166.45,115390.0
71,4.0,27.6,28.3,18.5,41.9,15528,THEFT,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,BATTERY,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,CRIMINAL DAMAGE,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,NARCOTICS,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,ASSAULT,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,ASSAULT,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,PUBLIC INDECENCY,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,RITUALISM,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,BURGLARY,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,MOTOR VEHICLE THEFT,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,DECEPTIVE PRACTICE,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,DECEPTIVE PRACTICE,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,ROBBERY,74,562.61,37340.0
71,4.0,27.6,28.3,18.5,41.9,15528,CRIMINAL TRESPASS,74,562.61,37340.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,164949.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,164949.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,164949.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,164949.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,164949.0
30,15.2,30.7,15.8,54.8,33.8,10402,CRIMINAL DAMAGE,96,338.83,164949.0
30,15.2,30.7,15.8,54.8,33.8,10402,BURGLARY,96,338.83,164949.0
30,15.2,30.7,15.8,54.8,33.8,10402,ROBBERY,96,338.83,164949.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,BATTERY,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,CRIMINAL DAMAGE,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,NARCOTICS,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,NARCOTICS,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,MOTOR VEHICLE THEFT,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,MOTOR VEHICLE THEFT,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,CRIMINAL TRESPASS,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,WEAPONS VIOLATION,80,474.23,77918.0
66,7.6,27.9,17.1,31.2,40.6,13231,GAMBLING,80,474.23,77918.0
37,3.2,51.2,33.9,26.6,44.9,10432,BATTERY,97,203.75,128179.0
37,3.2,51.2,33.9,26.6,44.9,10432,BATTERY,97,203.75,128179.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,CONCEALED CARRY LICENSE VIOLATION,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,MOTOR VEHICLE THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,DECEPTIVE PRACTICE,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,ROBBERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,PROSTITUTION,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,WEAPONS VIOLATION,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,KIDNAPPING,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,124988.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,BATTERY,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,MOTOR VEHICLE THEFT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,MOTOR VEHICLE THEFT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,CRIM SEXUAL ASSAULT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,ASSAULT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,ASSAULT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,ASSAULT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,ASSAULT,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,BURGLARY,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,BURGLARY,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,BATTERY,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,BATTERY,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,BATTERY,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,CRIMINAL DAMAGE,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,NARCOTICS,94,255.11,101785.0
68,3.8,46.6,28.0,28.5,42.5,11888,OTHER OFFENSE,94,255.11,101785.0
49,2.5,19.8,20.3,16.9,41.2,17949,THEFT,52,906.52,155188.0
49,2.5,19.8,20.3,16.9,41.2,17949,THEFT,52,906.52,155188.0
49,2.5,19.8,20.3,16.9,41.2,17949,THEFT,52,906.52,155188.0
49,2.5,19.8,20.3,16.9,41.2,17949,BATTERY,52,906.52,155188.0
49,2.5,19.8,20.3,16.9,41.2,17949,BATTERY,52,906.52,155188.0
