COMMUNITY_AREA_NUMBER,PERCENT_OF_HOUSING_CROWDED,PERCENT_HOUSEHOLDS_BELOW_POVERTY,PERCENT_AGED_16__UNEMPLOYED,PERCENT_AGED_25__WITHOUT_HIGH_SCHOOL_DIPLOMA,PERCENT_AGED_UNDER_18_OR_OVER_64,PER_CAPITA_INCOME,PRIMARY_TYPE,HARDSHIP_INDEX,INCOME_PER_CAPITA,AVG_SCORE
31,9.6,25.8,15.8,40.7,32.6,16444,CRIMINAL DAMAGE,76,637.36,202363.0
31,9.6,25.8,15.8,40.7,32.6,16444,NARCOTICS,76,637.36,202363.0
31,9.6,25.8,15.8,40.7,32.6,16444,OTHER OFFENSE,76,637.36,202363.0
31,9.6,25.8,15.8,40.7,32.6,16444,ASSAULT,76,637.36,202363.0
31,9.6,25.8,15.8,40.7,32.6,16444,MOTOR VEHICLE THEFT,76,637.36,202363.0
20,6.9,20.5,13.1,41.6,36.4,15089,BURGLARY,71,736.05,119027.0
20,6.9,20.5,13.1,41.6,36.4,15089,DECEPTIVE PRACTICE,71,736.05,119027.0
20,6.9,20.5,13.1,41.6,36.4,15089,CRIM SEXUAL ASSAULT,71,736.05,119027.0
35,1.8,29.6,18.2,14.3,30.7,23791,THEFT,47,803.75,198582.0
35,1.8,29.6,18.2,14.3,30.7,23791,BATTERY,47,803.75,198582.0
35,1.8,29.6,18.2,14.3,30.7,23791,CRIMINAL TRESPASS,47,803.75,198582.0
35,1.8,29.6,18.2,14.3,30.7,23791,CRIMINAL TRESPASS,47,803.75,198582.0
35,1.8,29.6,18.2,14.3,30.7,23791,CRIMINAL TRESPASS,47,803.75,198582.0
16,6.3,13.1,10.0,22.4,31.6,27249,THEFT,34,2080.08,269186.0
16,6.3,13.1,10.0,22.4,31.6,27249,BATTERY,34,2080.08,269186.0
16,6.3,13.1,10.0,22.4,31.6,27249,CRIMINAL DAMAGE,34,2080.08,269186.0
16,6.3,13.1,10.0,22.4,31.6,27249,CRIMINAL DAMAGE,34,2080.08,269186.0
16,6.3,13.1,10.0,22.4,31.6,27249,MOTOR VEHICLE THEFT,34,2080.08,269186.0
16,6.3,13.1,10.0,22.4,31.6,27249,MOTOR VEHICLE THEFT,34,2080.08,269186.0
16,6.3,13.1,10.0,22.4,31.6,27249,DECEPTIVE PRACTICE,34,2080.08,269186.0
16,6.3,13.1,10.0,22.4,31.6,27249,STALKING,34,2080.08,269186.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,174818.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,174818.0
27,8.2,42.4,19.6,21.3,43.2,12961,INTERFERENCE WITH PUBLIC OFFICER,83,305.68,174818.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,174818.0
27,8.2,42.4,19.6,21.3,43.2,12961,NARCOTICS,83,305.68,174818.0
27,8.2,42.4,19.6,21.3,43.2,12961,NARCOTICS,83,305.68,174818.0
27,8.2,42.4,19.6,21.3,43.2,12961,ASSAULT,83,305.68,174818.0
27,8.2,42.4,19.6,21.3,43.2,12961,ASSAULT,83,305.68,174818.0
58,14.4,23.6,13.9,45.1,39.3,13089,THEFT,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,CRIMINAL DAMAGE,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,CRIMINAL DAMAGE,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,CRIMINAL DAMAGE,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,NARCOTICS,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,NARCOTICS,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,NARCOTICS,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,OTHER OFFENSE,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,MOTOR VEHICLE THEFT,84,554.62,167979.0
58,14.4,23.6,13.9,45.1,39.3,13089,HOMICIDE,84,554.62,167979.0
5,0.3,7.5,5.2,4.5,26.2,57123,THEFT,6,7616.4,292179.0
5,0.3,7.5,5.2,4.5,26.2,57123,BATTERY,6,7616.4,292179.0
5,0.3,7.5,5.2,4.5,26.2,57123,CRIMINAL DAMAGE,6,7616.4,292179.0
5,0.3,7.5,5.2,4.5,26.2,57123,ROBBERY,6,7616.4,292179.0
64,2.7,8.9,9.5,18.8,37.6,25113,THEFT,29,2821.69,248993.0
64,2.7,8.9,9.5,18.8,37.6,25113,THEFT,29,2821.69,248993.0
75,0.8,13.2,15.0,10.8,40.3,27149,THEFT,30,2056.74,108117.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,THEFT,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,BATTERY,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,CRIMINAL DAMAGE,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,NARCOTICS,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,NARCOTICS,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,MOTOR VEHICLE THEFT,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,MOTOR VEHICLE THEFT,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,CRIMINAL TRESPASS,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,WEAPONS VIOLATION,80,474.23,141111.0
66,7.6,27.9,17.1,31.2,40.6,13231,GAMBLING,80,474.23,141111.0
42,2.9,30.7,23.4,16.5,36.1,18672,THEFT,58,608.21,44585.0
42,2.9,30.7,23.4,16.5,36.1,18672,BATTERY,58,608.21,44585.0
42,2.9,30.7,23.4,16.5,36.1,18672,NARCOTICS,58,608.21,44585.0
42,2.9,30.7,23.4,16.5,36.1,18672,NARCOTICS,58,608.21,44585.0
42,2.9,30.7,23.4,16.5,36.1,18672,OTHER OFFENSE,58,608.21,44585.0
42,2.9,30.7,23.4,16.5,36.1,18672,ASSAULT,58,608.21,44585.0
42,2.9,30.7,23.4,16.5,36.1,18672,MOTOR VEHICLE THEFT,58,608.21,44585.0
42,2.9,30.7,23.4,16.5,36.1,18672,PUBLIC PEACE VIOLATION,58,608.21,44585.0
56,2.6,8.8,11.3,19.3,38.1,26353,THEFT,32,2994.66,177742.0
56,2.6,8.8,11.3,19.3,38.1,26353,PUBLIC PEACE VIOLATION,32,2994.66,177742.0
69,3.6,29.6,23.0,16.5,41.0,17285,THEFT,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,THEFT,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,BATTERY,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,BATTERY,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,NARCOTICS,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,NARCOTICS,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,OTHER OFFENSE,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,BURGLARY,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,BURGLARY,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,MOTOR VEHICLE THEFT,66,583.95,141780.0
69,3.6,29.6,23.0,16.5,41.0,17285,ROBBERY,66,583.95,141780.0
31,9.6,25.8,15.8,40.7,32.6,16444,THEFT,76,637.36,218174.0
31,9.6,25.8,15.8,40.7,32.6,16444,THEFT,76,637.36,218174.0
31,9.6,25.8,15.8,40.7,32.6,16444,BATTERY,76,637.36,218174.0
31,9.6,25.8,15.8,40.7,32.6,16444,CRIMINAL DAMAGE,76,637.36,218174.0
31,9.6,25.8,15.8,40.7,32.6,16444,CRIMINAL DAMAGE,76,637.36,218174.0
31,9.6,25.8,15.8,40.7,32.6,16444,NARCOTICS,76,637.36,218174.0
31,9.6,25.8,15.8,40.7,32.6,16444,OTHER OFFENSE,76,637.36,218174.0
31,9.6,25.8,15.8,40.7,32.6,16444,ASSAULT,76,637.36,218174.0
31,9.6,25.8,15.8,40.7,32.6,16444,MOTOR VEHICLE THEFT,76,637.36,218174.0
62,11.1,15.6,16.7,37.0,37.7,15754,THEFT,69,1009.87,171480.0
62,11.1,15.6,16.7,37.0,37.7,15754,BATTERY,69,1009.87,171480.0
62,11.1,15.6,16.7,37.0,37.7,15754,CRIMINAL DAMAGE,69,1009.87,171480.0
62,11.1,15.6,16.7,37.0,37.7,15754,OTHER OFFENSE,69,1009.87,171480.0
69,3.6,29.6,23.0,16.5,41.0,17285,THEFT,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,THEFT,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,BATTERY,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,BATTERY,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,NARCOTICS,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,NARCOTICS,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,OTHER OFFENSE,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,BURGLARY,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,BURGLARY,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,MOTOR VEHICLE THEFT,66,583.95,172053.0
69,3.6,29.6,23.0,16.5,41.0,17285,ROBBERY,66,583.95,172053.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,CONCEALED CARRY LICENSE VIOLATION,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,MOTOR VEHICLE THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,DECEPTIVE PRACTICE,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,ROBBERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,PROSTITUTION,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,WEAPONS VIOLATION,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,KIDNAPPING,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,148320.0
61,11.9,29.0,23.0,41.5,38.9,12765,THEFT,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,BATTERY,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,BATTERY,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,BATTERY,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,CRIMINAL DAMAGE,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,NARCOTICS,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,NARCOTICS,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,OTHER OFFENSE,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,BURGLARY,91,440.17,110981.0
61,11.9,29.0,23.0,41.5,38.9,12765,SEX OFFENSE,91,440.17,110981.0
56,2.6,8.8,11.3,19.3,38.1,26353,THEFT,32,2994.66,214984.0
56,2.6,8.8,11.3,19.3,38.1,26353,PUBLIC PEACE VIOLATION,32,2994.66,214984.0
72,0.9,5.1,8.0,3.7,40.5,39523,THEFT,12,7749.61,247477.0
72,0.9,5.1,8.0,3.7,40.5,39523,ASSAULT,12,7749.61,247477.0
72,0.9,5.1,8.0,3.7,40.5,39523,BURGLARY,12,7749.61,247477.0
72,0.9,5.1,8.0,3.7,40.5,39523,BURGLARY,12,7749.61,247477.0
5,0.3,7.5,5.2,4.5,26.2,57123,THEFT,6,7616.4,319186.0
5,0.3,7.5,5.2,4.5,26.2,57123,BATTERY,6,7616.4,319186.0
5,0.3,7.5,5.2,4.5,26.2,57123,CRIMINAL DAMAGE,6,7616.4,319186.0
5,0.3,7.5,5.2,4.5,26.2,57123,ROBBERY,6,7616.4,319186.0
35,1.8,29.6,18.2,14.3,30.7,23791,THEFT,47,803.75,0.0
35,1.8,29.6,18.2,14.3,30.7,23791,BATTERY,47,803.75,0.0
35,1.8,29.6,18.2,14.3,30.7,23791,CRIMINAL TRESPASS,47,803.75,0.0
35,1.8,29.6,18.2,14.3,30.7,23791,CRIMINAL TRESPASS,47,803.75,0.0
35,1.8,29.6,18.2,14.3,30.7,23791,CRIMINAL TRESPASS,47,803.75,0.0
51,4.0,29.2,16.3,21.0,39.5,14685,THEFT,65,502.91,241779.0
51,4.0,29.2,16.3,21.0,39.5,14685,CRIMINAL DAMAGE,65,502.91,241779.0
51,4.0,29.2,16.3,21.0,39.5,14685,OTHER OFFENSE,65,502.91,241779.0
51,4.0,29.2,16.3,21.0,39.5,14685,ASSAULT,65,502.91,241779.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,171515.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,171515.0
27,8.2,42.4,19.6,21.3,43.2,12961,INTERFERENCE WITH PUBLIC OFFICER,83,305.68,171515.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,171515.0
27,8.2,42.4,19.6,21.3,43.2,12961,NARCOTICS,83,305.68,171515.0
27,8.2,42.4,19.6,21.3,43.2,12961,NARCOTICS,83,305.68,171515.0
27,8.2,42.4,19.6,21.3,43.2,12961,ASSAULT,83,305.68,171515.0
27,8.2,42.4,19.6,21.3,43.2,12961,ASSAULT,83,305.68,171515.0
49,2.5,19.8,20.3,16.9,41.2,17949,THEFT,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,THEFT,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,THEFT,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,BATTERY,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,BATTERY,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,CRIMINAL DAMAGE,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,ASSAULT,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,ASSAULT,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,BURGLARY,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,ROBBERY,52,906.52,0.0
49,2.5,19.8,20.3,16.9,41.2,17949,CRIMINAL TRESPASS,52,906.52,0.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,147981.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,147981.0
27,8.2,42.4,19.6,21.3,43.2,12961,INTERFERENCE WITH PUBLIC OFFICER,83,305.68,147981.0
27,8.2,42.4,19.6,21.3,43.2,12961,BATTERY,83,305.68,147981.0
27,8.2,42.4,19.6,21.3,43.2,12961,NARCOTICS,83,305.68,147981.0
27,8.2,42.4,19.6,21.3,43.2,12961,NARCOTICS,83,305.68,147981.0
27,8.2,42.4,19.6,21.3,43.2,12961,ASSAULT,83,305.68,147981.0
27,8.2,42.4,19.6,21.3,43.2,12961,ASSAULT,83,305.68,147981.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,THEFT,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,BATTERY,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,MOTOR VEHICLE THEFT,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,ROBBERY,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,CRIMINAL TRESPASS,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,NON - CRIMINAL,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,BATTERY,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,NARCOTICS,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,NARCOTICS,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,NARCOTICS,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,ASSAULT,15,2169.37,125154.0
28,3.8,20.6,10.7,9.6,22.2,44689,MOTOR VEHICLE THEFT,15,2169.37,125154.0
53,3.3,25.9,19.4,20.5,42.1,16563,CRIMINAL DAMAGE,62,639.5,201887.0
53,3.3,25.9,19.4,20.5,42.1,16563,NARCOTICS,62,639.5,201887.0
53,3.3,25.9,19.4,20.5,42.1,16563,BURGLARY,62,639.5,201887.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,201887.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,201887.0
53,3.3,25.9,19.4,20.5,42.1,16563,ARSON,62,639.5,201887.0
14,11.3,19.2,10.0,32.9,32.0,21323,THEFT,53,1110.57,252056.0
14,11.3,19.2,10.0,32.9,32.0,21323,THEFT,53,1110.57,252056.0
14,11.3,19.2,10.0,32.9,32.0,21323,THEFT,53,1110.57,252056.0
14,11.3,19.2,10.0,32.9,32.0,21323,OTHER OFFENSE,53,1110.57,252056.0
14,11.3,19.2,10.0,32.9,32.0,21323,ROBBERY,53,1110.57,252056.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,BATTERY,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,CRIMINAL DAMAGE,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,CRIMINAL DAMAGE,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,OTHER OFFENSE,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,BURGLARY,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,MOTOR VEHICLE THEFT,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,ROBBERY,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,WEAPONS VIOLATION,89,328.98,162152.0
67,4.8,34.4,35.9,26.3,40.7,11317,INTERFERENCE WITH PUBLIC OFFICER,89,328.98,162152.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,222355.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,222355.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,222355.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,222355.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,222355.0
30,15.2,30.7,15.8,54.8,33.8,10402,CRIMINAL DAMAGE,96,338.83,222355.0
30,15.2,30.7,15.8,54.8,33.8,10402,BURGLARY,96,338.83,222355.0
30,15.2,30.7,15.8,54.8,33.8,10402,ROBBERY,96,338.83,222355.0
3,3.8,24.0,8.9,11.8,22.2,35787,NARCOTICS,20,1491.13,188913.0
3,3.8,24.0,8.9,11.8,22.2,35787,NARCOTICS,20,1491.13,188913.0
3,3.8,24.0,8.9,11.8,22.2,35787,NARCOTICS,20,1491.13,188913.0
3,3.8,24.0,8.9,11.8,22.2,35787,NARCOTICS,20,1491.13,188913.0
44,3.3,27.8,24.0,14.5,40.3,18881,THEFT,60,679.17,88787.0
44,3.3,27.8,24.0,14.5,40.3,18881,THEFT,60,679.17,88787.0
44,3.3,27.8,24.0,14.5,40.3,18881,CRIMINAL DAMAGE,60,679.17,88787.0
44,3.3,27.8,24.0,14.5,40.3,18881,CRIMINAL DAMAGE,60,679.17,88787.0
44,3.3,27.8,24.0,14.5,40.3,18881,NARCOTICS,60,679.17,88787.0
44,3.3,27.8,24.0,14.5,40.3,18881,OTHER OFFENSE,60,679.17,88787.0
44,3.3,27.8,24.0,14.5,40.3,18881,ASSAULT,60,679.17,88787.0
44,3.3,27.8,24.0,14.5,40.3,18881,ROBBERY,60,679.17,88787.0
71,4.0,27.6,28.3,18.5,41.9,15528,THEFT,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,BATTERY,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,CRIMINAL DAMAGE,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,NARCOTICS,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,ASSAULT,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,ASSAULT,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,PUBLIC INDECENCY,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,RITUALISM,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,BURGLARY,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,MOTOR VEHICLE THEFT,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,DECEPTIVE PRACTICE,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,DECEPTIVE PRACTICE,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,ROBBERY,74,562.61,0.0
71,4.0,27.6,28.3,18.5,41.9,15528,CRIMINAL TRESPASS,74,562.61,0.0
10,2.0,5.4,9.0,11.5,39.5,32875,CRIMINAL DAMAGE,21,6087.96,201683.0
10,2.0,5.4,9.0,11.5,39.5,32875,CRIMINAL DAMAGE,21,6087.96,201683.0
10,2.0,5.4,9.0,11.5,39.5,32875,ROBBERY,21,6087.96,201683.0
53,3.3,25.9,19.4,20.5,42.1,16563,CRIMINAL DAMAGE,62,639.5,151376.0
53,3.3,25.9,19.4,20.5,42.1,16563,NARCOTICS,62,639.5,151376.0
53,3.3,25.9,19.4,20.5,42.1,16563,BURGLARY,62,639.5,151376.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,151376.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,151376.0
53,3.3,25.9,19.4,20.5,42.1,16563,ARSON,62,639.5,151376.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,OTHER OFFENSE,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,BURGLARY,10,2938.64,238950.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,238950.0
16,6.3,13.1,10.0,22.4,31.6,27249,THEFT,34,2080.08,147373.0
16,6.3,13.1,10.0,22.4,31.6,27249,BATTERY,34,2080.08,147373.0
16,6.3,13.1,10.0,22.4,31.6,27249,CRIMINAL DAMAGE,34,2080.08,147373.0
16,6.3,13.1,10.0,22.4,31.6,27249,CRIMINAL DAMAGE,34,2080.08,147373.0
16,6.3,13.1,10.0,22.4,31.6,27249,MOTOR VEHICLE THEFT,34,2080.08,147373.0
16,6.3,13.1,10.0,22.4,31.6,27249,MOTOR VEHICLE THEFT,34,2080.08,147373.0
16,6.3,13.1,10.0,22.4,31.6,27249,DECEPTIVE PRACTICE,34,2080.08,147373.0
16,6.3,13.1,10.0,22.4,31.6,27249,STALKING,34,2080.08,147373.0
